ID,name,full_name,nationality,league,club,age,birth_date,height_cm,weight_kg,eur_value,eur_wage
229148,Dalbert,Dalbert Chagas Estevão,Brazil,Italian Serie A,Inter,23,1993-09-08,181.0,70.0,10500000.0,48000.0
109852,G. McAuley,Gareth McAuley,Northern Ireland,English Premier League,West Bromwich Albion,37,1979-12-05,191.0,89.0,1200000.0,44000.0
216349,A. Halilović,Alen Halilović,Croatia,Spanish Primera División,UD Las Palmas,21,1996-06-18,170.0,61.0,13000000.0,30000.0
225309,N. Amiri,Nadiem Amiri,Germany,German Bundesliga,TSG 1899 Hoffenheim,20,1996-10-27,180.0,73.0,13000000.0,30000.0
185373,I. Popov,Ivelin Popov,Bulgaria,Russian Premier League,Spartak Moscow,29,1987-10-26,185.0,77.0,8500000.0,64000.0
139038,N. Burdisso,Nicolás Burdisso,Argentina,Italian Serie A,Torino,36,1981-04-12,183.0,81.0,1200000.0,30000.0
149791,W. Hoolahan,Wes Hoolahan,Republic of Ireland,English Championship,Norwich City,35,1982-05-20,168.0,71.0,3900000.0,31000.0
230431,Sidney Pessinho,Sidney Adrián Pessoa Vidigal,Brazil,Campeonato Brasileiro Série A,Grêmio Foot-Ball Porto Alegrense,25,1992-02-29,187.0,85.0,8000000.0,24000.0
194079,A. Potuk,Alper Potuk,Turkey,Turkish Süper Lig,Fenerbahçe SK,26,1991-04-08,177.0,67.0,11000000.0,66000.0
198688,F. Pogba,Florentin Pogba,Guinea,French Ligue 1,AS Saint-Étienne,26,1990-08-19,189.0,93.0,9000000.0,35000.0
173857,M. Andújar,Mariano Andújar,Argentina,Argentinian Superliga,Estudiantes de La Plata,33,1983-07-30,194.0,88.0,4500000.0,15000.0
232226,D. Boyko,Denys Boyko,Ukraine,Turkish Süper Lig,Beşiktaş JK,29,1988-01-29,194.0,82.0,6000000.0,40000.0
203299,A. Carrillo,André Carrillo,Peru,English Premier League,Watford,26,1991-06-14,181.0,78.0,10500000.0,15000.0
172835,M. Andreolli,Marco Andreolli,Italy,Italian Serie A,Cagliari,31,1986-06-10,187.0,80.0,6000000.0,50000.0
200228,Bruno,Bruno González Cabrera,Spain,Spanish Primera División,Getafe CF,27,1990-05-24,185.0,86.0,9000000.0,24000.0
212772,O. Duarte,Óscar Duarte,Costa Rica,Spanish Primera División,RCD Espanyol,28,1989-06-03,186.0,81.0,7000000.0,30000.0
224293,Rúben Neves,Rúben Diogo da Silva Neves,Portugal,English Championship,Wolverhampton Wanderers,20,1997-03-13,180.0,75.0,12000000.0,39000.0
210214,Jozabed,Jozabed Sánchez Ruiz,Spain,Spanish Primera División,RC Celta de Vigo,26,1991-03-08,180.0,67.0,11000000.0,27000.0
215079,P. Pérez,Pablo Pérez,Argentina,Argentinian Superliga,Boca Juniors,31,1985-08-10,175.0,76.0,7500000.0,27000.0
230183,Gazzolisco,Gérson Adriano Gutierres Serra,Brazil,Campeonato Brasileiro Série A,Cruzeiro,29,1988-02-29,186.0,73.0,6500000.0,32000.0
209960,Pacheco,Fernando Pacheco Flores,Spain,Spanish Primera División,Deportivo Alavés,25,1992-05-18,186.0,81.0,8000000.0,19000.0
160040,M. Gamonales,Mauricio Gamonales,Chile,Chilian Primera División,Universidad de Chile,29,1988-02-29,176.0,75.0,6500000.0,15000.0
230184,Ronaldo Esler,Ronaldo Diego Esler Domingues,Brazil,Campeonato Brasileiro Série A,Santos Futebol Clube,29,1988-02-29,168.0,65.0,6500000.0,22000.0
226601,Vitor Hugo,Vitor Hugo Franchescoli Souza,Brazil,Italian Serie A,Fiorentina,26,1991-05-20,187.0,80.0,9000000.0,56000.0
190761,T. Arslan,Tolgay Arslan,Germany,Turkish Süper Lig,Beşiktaş JK,26,1990-08-16,180.0,77.0,9500000.0,52000.0
144429,O. Wendt,Oscar Wendt,Sweden,German Bundesliga,Borussia Mönchengladbach,31,1985-10-24,181.0,82.0,6000000.0,35000.0
219693,Diego Carlos,Diego Carlos Santos Silva,Brazil,French Ligue 1,FC Nantes,24,1993-03-15,185.0,79.0,9500000.0,22000.0
201519,J. Veretout,Jordan Veretout,France,Italian Serie A,Fiorentina,24,1993-03-01,176.0,67.0,12000000.0,54000.0
196143,D. Pabón,Dorlan Pabón,Colombia,Mexican Liga MX,Monterrey,29,1988-01-24,168.0,73.0,8500000.0,65000.0
200752,Juan Jesus,Juan Guilherme Nunes Jesus,Brazil,Italian Serie A,Roma,26,1991-06-10,185.0,76.0,7500000.0,56000.0
207920,E. Durm,Erik Durm,Germany,German Bundesliga,Borussia Dortmund,25,1992-05-12,183.0,72.0,9000000.0,48000.0
197681,G. Imbula,Giannelli Imbula,France,French Ligue 1,Toulouse FC,24,1992-09-12,186.0,77.0,11500000.0,59000.0
189234,M. Risse,Marcel Risse,Germany,German Bundesliga,1. FC Köln,27,1989-12-17,183.0,75.0,9500000.0,38000.0
204341,Luís Neto,Luís Carlos Novo Neto,Portugal,Turkish Süper Lig,Fenerbahçe SK,29,1988-05-26,187.0,71.0,7000000.0,59000.0
176949,B. Ruíz,Bryan Ruíz,Costa Rica,Portuguese Primeira Liga,Sporting CP,31,1985-08-18,188.0,78.0,8000000.0,19000.0
198198,Jordi Amat,Jordi Amat Maas,Spain,Spanish Primera División,Real Betis Balompié,25,1992-03-21,185.0,83.0,10500000.0,59000.0
205878,S. Kapino,Stefanos Kapino,Greece,Greek Super League,Olympiakos CFP,23,1994-03-18,196.0,91.0,8500000.0,1000.0
175671,J. Ďurica,Ján Ďurica,Slovakia,Turkish Süper Lig,Trabzonspor,35,1981-12-10,188.0,86.0,2100000.0,23000.0
198200,B. Stambouli,Benjamin Stambouli,France,German Bundesliga,FC Schalke 04,26,1990-08-13,180.0,82.0,9000000.0,37000.0
214584,F. Armani,Franco Armani,Argentina,Colombian Primera A,Atletico Nacional Medellin,30,1986-10-16,189.0,89.0,5500000.0,6000.0
179768,C. Kaboré,Charles Kaboré,Burkina Faso,Russian Premier League,FC Krasnodar,29,1988-02-09,183.0,78.0,7000000.0,43000.0
181816,A. Rukavina,Antonio Rukavina,Serbia,Spanish Primera División,Villarreal CF,33,1984-01-26,177.0,74.0,3400000.0,32000.0
225850,P. Kimpembe,Presnel Kimpembe,France,French Ligue 1,Paris Saint-Germain,21,1995-08-13,183.0,71.0,12000000.0,51000.0
198715,Sergio León,Sergio León Limones,Spain,Spanish Primera División,Real Betis Balompié,28,1989-01-06,178.0,73.0,9000000.0,30000.0
213051,M. Elneny,Mohamed Elneny,Egypt,English Premier League,Arsenal,24,1992-07-11,180.0,70.0,10000000.0,76000.0
214332,D. Torres,Daniel Torres,Colombia,Spanish Primera División,Deportivo Alavés,27,1989-11-15,183.0,81.0,8500000.0,25000.0
194365,S. Okazaki,Shinji Okazaki,Japan,English Premier League,Leicester City,31,1986-04-16,173.0,78.0,8000000.0,74000.0
150590,C. Jallet,Christophe Jallet,France,French Ligue 1,OGC Nice,33,1983-10-31,178.0,70.0,3400000.0,33000.0
190014,Y. Salibur,Yannis Salibur,France,French Ligue 1,En Avant de Guingamp,26,1991-01-24,177.0,76.0,10500000.0,28000.0
198719,N. Redmond,Nathan Redmond,England,English Premier League,Southampton,23,1994-03-06,173.0,69.0,13000000.0,68000.0
157503,A. Song,Alexandre Song,Cameroon,Russian Premier League,Rubin Kazan,29,1987-09-09,185.0,74.0,7000000.0,46000.0
172610,Castán,Leandro Castán da Silva,Brazil,Italian Serie A,Roma,30,1986-11-05,186.0,80.0,6500000.0,56000.0
148803,K. Huntelaar,Klaas-Jan Huntelaar,Netherlands,Holland Eredivisie,Ajax,33,1983-08-12,186.0,80.0,5500000.0,17000.0
200260,S. Berghuis,Steven Berghuis,Netherlands,Holland Eredivisie,Feyenoord,25,1991-12-19,182.0,72.0,11000000.0,20000.0
189508,Víctor Vázquez,Víctor Vázquez Solsona,Spain,USA Major League Soccer,Toronto FC,30,1987-01-20,176.0,76.0,8000000.0,11000.0
204614,Mário Rui,Mário Rui Silva Duarte,Portugal,Italian Serie A,Napoli,26,1991-05-27,170.0,67.0,8500000.0,56000.0
193862,André Pinto,André Almeida Pinto,Portugal,Portuguese Primeira Liga,Sporting CP,27,1989-10-05,194.0,86.0,8500000.0,17000.0
179527,L. Rémy,Loïc Rémy,France,Spanish Primera División,UD Las Palmas,30,1987-01-02,185.0,80.0,8500000.0,26000.0
221000,Badou Ndiaye,Papa Alioune Ndiaye,Senegal,Turkish Süper Lig,Galatasaray SK,26,1990-10-27,180.0,76.0,11000000.0,59000.0
186953,O. Kıvrak,Onur Kıvrak,Turkey,Turkish Süper Lig,Trabzonspor,29,1988-01-01,187.0,74.0,6000000.0,28000.0
192073,A. Bertolacci,Andrea Bertolacci,Italy,Italian Serie A,Genoa,26,1991-01-11,178.0,75.0,11000000.0,88000.0
154954,A. Belenov,Alexandr Belenov,Russia,Russian Premier League,FC Ufa,30,1986-09-13,197.0,91.0,5500000.0,24000.0
220746,A. Živković,Andrija Živković,Serbia,Portuguese Primeira Liga,SL Benfica,20,1996-07-11,169.0,70.0,14000000.0,11000.0
212811,M. Lemina,Mario Lemina,Gabon,English Premier League,Southampton,23,1993-09-01,184.0,85.0,12000000.0,68000.0
114764,Iraizoz,Gorka Iraizoz Moreno,Spain,Spanish Primera División,Girona CF,36,1981-03-06,191.0,89.0,1200000.0,13000.0
179789,D. Da Silva,Damien Da Silva,France,French Ligue 1,SM Caen,29,1988-05-17,184.0,82.0,8000000.0,26000.0
115533,D. Benaglio,Diego Benaglio,Switzerland,French Ligue 1,AS Monaco,33,1983-09-08,194.0,89.0,4500000.0,27000.0
191053,T. Rincón,Tomás Rincón,Venezuela,Italian Serie A,Torino,29,1988-01-13,177.0,76.0,8500000.0,97000.0
191565,Y. Ōsako,Yūya Ōsako,Japan,German Bundesliga,1. FC Köln,27,1990-05-18,182.0,71.0,10500000.0,41000.0
192333,L. Sané,Lamine Sané,Senegal,German Bundesliga,SV Werder Bremen,30,1987-03-22,192.0,77.0,6500000.0,29000.0
193869,Gil,Carlos Gilberto do Nascimento Silva,Brazil,,,30,1987-06-12,192.0,87.0,0.0,0.0
185422,J. King,Joshua King,Norway,English Premier League,Bournemouth,25,1992-01-15,180.0,74.0,11500000.0,69000.0
216655,Bastos,Bartolomeu Quissanga,Angola,Italian Serie A,Lazio,25,1991-11-23,180.0,77.0,10000000.0,43000.0
210513,J. Quintero,Juan Fernando Quintero,Colombia,Colombian Primera A,Independiente Medellín,24,1993-01-18,169.0,64.0,12000000.0,14000.0
121170,A. Meier,Alexander Meier,Germany,German Bundesliga,Eintracht Frankfurt,34,1983-01-17,196.0,96.0,4700000.0,34000.0
190034,T. Kolodziejczak,Timothée Kolodziejczak,France,Mexican Liga MX,Tigres U.A.N.L.,25,1991-10-01,185.0,75.0,9500000.0,56000.0
7763,A. Pirlo,Andrea Pirlo,Italy,USA Major League Soccer,New York City Football Club,38,1979-05-19,177.0,68.0,2800000.0,8000.0
219732,G. Nkoudou,Georges-Kévin Nkoudou,France,English Premier League,Tottenham Hotspur,22,1995-02-13,175.0,73.0,12000000.0,73000.0
194644,Montoya,Martín Montoya Torralbo,Spain,Spanish Primera División,Valencia CF,26,1991-04-14,175.0,73.0,9000000.0,31000.0
160087,L. Dalsaro,Lucas Dalsaro,Chile,Chilian Primera División,Colo-Colo,25,1992-02-29,187.0,85.0,8000000.0,8000.0
31831,K. Källström,Kim Källström,Sweden,Swedish Allsvenskan,Djurgårdens IF,34,1982-08-24,185.0,83.0,4300000.0,9000.0
204120,T. Vaclík,Tomáš Vaclík,Czech Republic,Swiss Super League,FC Basel,28,1989-03-29,188.0,85.0,7000000.0,32000.0
216409,M. Politano,Matteo Politano,Italy,Italian Serie A,Sassuolo,23,1993-08-03,171.0,65.0,12000000.0,52000.0
153177,M. Zárate,Mauro Zárate,Argentina,English Premier League,Watford,30,1987-03-18,176.0,76.0,8500000.0,63000.0
158810,G. İnler,Gökhan İnler,Switzerland,Turkish Süper Lig,İstanbul Başakşehir FK,33,1984-06-27,183.0,80.0,3600000.0,27000.0
183130,M. Albrighton,Marc Albrighton,England,English Premier League,Leicester City,27,1989-11-18,175.0,74.0,9500000.0,68000.0
194138,A. Gray,Andre Gray,England,English Premier League,Watford,26,1991-06-26,180.0,78.0,11000000.0,63000.0
207707,Marçal,Fernando Marçal de Oliveira,Brazil,French Ligue 1,Olympique Lyonnais,28,1989-02-19,178.0,74.0,7000000.0,59000.0
199005,M. Ryan,Mathew Ryan,Australia,English Premier League,Brighton & Hove Albion,25,1992-04-08,184.0,82.0,8000000.0,36000.0
5213,A. Gamberini,Alessandro Gamberini,Italy,Italian Serie A,Chievo Verona,35,1981-08-27,185.0,80.0,2100000.0,14000.0
185181,Yoel,Yoel Rodríguez Oterino,Spain,Spanish Primera División,SD Eibar,28,1988-08-28,185.0,78.0,6000000.0,19000.0
216158,S. Widmer,Silvan Widmer,Switzerland,Italian Serie A,Udinese,24,1993-03-05,182.0,79.0,10000000.0,24000.0
192350,J. Aquino,Javier Aquino,Mexico,Mexican Liga MX,Tigres U.A.N.L.,27,1990-02-11,168.0,62.0,9500000.0,65000.0
205408,S. Gentiletti,Santiago Gentiletti,Argentina,Italian Serie A,Genoa,32,1985-01-09,186.0,77.0,5000000.0,32000.0
182882,C. Sánchez,Carlos Sánchez,Colombia,Italian Serie A,Fiorentina,31,1986-02-06,182.0,82.0,6000000.0,56000.0
202851,G. Defrel,Gregoire Defrel,France,Italian Serie A,Roma,26,1991-06-17,180.0,79.0,11000000.0,67000.0
170597,T. Krul,Tim Krul,Netherlands,English Premier League,Brighton & Hove Albion,29,1988-04-03,188.0,74.0,7000000.0,41000.0
142950,R. Martínez,Román Martínez,Argentina,Argentinian Superliga,Club Atlético Lanús,34,1983-03-27,184.0,81.0,4300000.0,21000.0
202087,J. Geis,Johannes Geis,Germany,Spanish Primera División,Sevilla FC,23,1993-08-17,181.0,81.0,9500000.0,32000.0
148839,P. Verhaegh,Paul Verhaegh,Netherlands,German Bundesliga,VfL Wolfsburg,33,1983-09-01,178.0,74.0,3400000.0,55000.0
165735,B. Jones,Brad Jones,Australia,Holland Eredivisie,Feyenoord,35,1982-03-19,194.0,76.0,2100000.0,9000.0
182888,H. Nordtveit,Håvard Nordtveit,Norway,German Bundesliga,TSG 1899 Hoffenheim,27,1990-06-21,188.0,83.0,8500000.0,35000.0
210537,R. Steffen,Renato Steffen,Switzerland,Swiss Super League,FC Basel,25,1991-11-03,170.0,65.0,11000000.0,40000.0
219754,Bruno Varela,Bruno Miguel Semedo Varela,Portugal,Portuguese Primeira Liga,SL Benfica,22,1994-11-04,191.0,87.0,9000000.0,9000.0
181098,M. Hasebe,Makoto Hasebe,Japan,German Bundesliga,Eintracht Frankfurt,33,1984-01-18,180.0,72.0,3600000.0,29000.0
228717,Y. Mutō,Yoshinori Mutō,Japan,German Bundesliga,1. FSV Mainz 05,24,1992-07-15,179.0,72.0,12000000.0,30000.0
210287,J. Córdoba,Jhon Córdoba,Colombia,German Bundesliga,1. FC Köln,24,1993-05-11,185.0,85.0,12000000.0,36000.0
172143,L. Schøne,Lasse Schøne,Denmark,Holland Eredivisie,Ajax,31,1986-05-27,176.0,75.0,7500000.0,15000.0
182896,R. Rosales,Roberto Rosales,Venezuela,Spanish Primera División,Málaga CF,28,1988-11-20,175.0,70.0,7000000.0,26000.0
201073,N. De Préville,Nicolas De Préville,France,French Ligue 1,Girondins de Bordeaux,26,1991-01-08,182.0,77.0,11000000.0,49000.0
226161,Marcos Llorente,Marcos Llorente Moreno,Spain,Spanish Primera División,Real Madrid CF,22,1995-01-30,180.0,71.0,12000000.0,105000.0
214132,Y. Chará,Yimmi Chará,Colombia,Colombian Primera A,CPD Junior Barranquilla,26,1991-04-02,165.0,68.0,10500000.0,6000.0
216692,S. Torrico,Sebastián Torrico,Argentina,Argentinian Superliga,San Lorenzo de Almagro,37,1980-02-22,186.0,84.0,600000.0,12000.0
216437,Wallace,Wallace Fortuna Santos,Brazil,Italian Serie A,Lazio,22,1994-10-14,191.0,85.0,11500000.0,39000.0
157301,R. Babel,Ryan Babel,Netherlands,Turkish Süper Lig,Beşiktaş JK,30,1986-12-19,185.0,85.0,8500000.0,52000.0
198006,J. Toornstra,Jens Toornstra,Netherlands,Holland Eredivisie,Feyenoord,28,1989-04-04,178.0,74.0,9000000.0,20000.0
200054,Pedro Obiang,Pedro Mba Obiang Avomo,Spain,English Premier League,West Ham United,25,1992-03-27,185.0,75.0,10000000.0,79000.0
105846,A. Boruc,Artur Boruc,Poland,English Premier League,Bournemouth,37,1980-02-20,193.0,87.0,600000.0,32000.0
205943,V. Chiricheş,Vlad Chiricheş,Romania,Italian Serie A,Napoli,27,1989-11-14,184.0,75.0,7500000.0,56000.0
188536,S. Hanni,Sofiane Hanni,Algeria,Belgian First Division A,RSC Anderlecht,26,1990-12-29,178.0,72.0,10500000.0,27000.0
164985,C. Théréau,Cyril Théréau,France,Italian Serie A,Fiorentina,34,1983-04-24,189.0,79.0,4500000.0,67000.0
213114,D. Rolán,Diego Rolán,Uruguay,Spanish Primera División,Málaga CF,24,1993-03-24,178.0,70.0,11500000.0,43000.0
219258,Pedro Henrique,Pedro Henrique Pereira da Silva,Brazil,Portuguese Primeira Liga,Vitória Guimarães,24,1992-12-18,190.0,88.0,10000000.0,11000.0
225402,Bruno Gaspar,Bruno Miguel Boialvo Gaspar,Portugal,Italian Serie A,Fiorentina,24,1993-04-21,180.0,69.0,10000000.0,48000.0
200315,Cristian Tello,Cristian Tello Herrera,Spain,Spanish Primera División,Real Betis Balompié,25,1991-08-19,178.0,65.0,10500000.0,26000.0
230524,Formosandrinho,Estevão Daniel Formoso Serpa,Brazil,Campeonato Brasileiro Série A,São Paulo Futebol Clube,25,1992-02-29,178.0,72.0,10000000.0,35000.0
205693,S. Haller,Sébastien Haller,France,German Bundesliga,Eintracht Frankfurt,23,1994-06-22,190.0,88.0,12000000.0,30000.0
230269,Claudio Coíntra,Claudio Nuno Coíntra Calegari,Brazil,Campeonato Brasileiro Série A,Grêmio Foot-Ball Porto Alegrense,33,1984-02-29,174.0,71.0,5500000.0,28000.0
201342,F. Sørensen,Frederik Sørensen,Denmark,German Bundesliga,1. FC Köln,25,1992-04-14,194.0,88.0,9500000.0,33000.0
16254,T. Howard,Tim Howard,United States,USA Major League Soccer,Colorado Rapids,38,1979-03-06,191.0,88.0,600000.0,5000.0
53630,J. Van Damme,Jelle Van Damme,Belgium,Belgian First Division A,Royal Antwerp FC,33,1983-10-10,191.0,90.0,3600000.0,16000.0
140415,L. Britton,Leon Britton,England,English Premier League,Swansea City,34,1982-09-16,167.0,65.0,2700000.0,62000.0
165247,I. Khune,Itumeleng Khune,South Africa,South African PSL,Kaizer Chiefs,30,1987-06-20,181.0,81.0,5500000.0,1000.0
212096,V. Grifo,Vincenzo Grifo,Italy,German Bundesliga,Borussia Mönchengladbach,24,1993-04-07,180.0,72.0,11500000.0,33000.0
195202,T. Cairney,Tom Cairney,Scotland,English Championship,Fulham,26,1991-01-20,185.0,83.0,11000000.0,50000.0
217731,Sandro,Sandro Ramírez Castillo,Spain,English Premier League,Everton,21,1995-07-09,175.0,71.0,13500000.0,84000.0
183427,F. Delph,Fabian Delph,England,English Premier League,Manchester City,27,1989-11-21,174.0,60.0,10000000.0,110000.0
208004,J. Veltman,Joël Veltman,Netherlands,Holland Eredivisie,Ajax,25,1992-01-15,182.0,73.0,8500000.0,13000.0
189060,A. Dragović,Aleksandar Dragović,Austria,English Premier League,Leicester City,26,1991-03-06,184.0,76.0,9000000.0,47000.0
193158,D. Pröpper,Davy Pröpper,Netherlands,English Premier League,Brighton & Hove Albion,25,1991-09-02,185.0,79.0,11000000.0,50000.0
204935,J. Pickford,Jordan Pickford,England,English Premier League,Everton,23,1994-03-07,185.0,77.0,10000000.0,59000.0
180359,Luisinho,Luis Carlos Correia Pinto,Portugal,Spanish Primera División,RC Deportivo de La Coruña,32,1985-05-05,171.0,67.0,4900000.0,24000.0
208008,Vitinho,Victor Vinícius Coelho dos Santos,Brazil,Russian Premier League,CSKA Moscow,23,1993-10-09,180.0,76.0,12500000.0,46000.0
205705,Z. Feddal,Zouhair Feddal,Morocco,Spanish Primera División,Real Betis Balompié,27,1989-12-23,191.0,83.0,8500000.0,24000.0
225161,Vallejo,Jesús Vallejo Lázaro,Spain,Spanish Primera División,Real Madrid CF,20,1997-01-05,183.0,74.0,11500000.0,90000.0
188041,Rafael Carioca,Rafael de Souza Pereira,Brazil,Mexican Liga MX,Tigres U.A.N.L.,28,1989-06-18,179.0,72.0,9000000.0,68000.0
146059,David García,David García Santana,Spain,Spanish Primera División,UD Las Palmas,35,1982-02-25,184.0,82.0,2100000.0,16000.0
172684,Javi Varas,Javier Varas Herrera,Spain,Spanish Segunda División,Granada CF,34,1982-09-10,182.0,74.0,3600000.0,10000.0
184716,J. Allen,Joe Allen,Wales,English Premier League,Stoke City,27,1990-03-14,168.0,62.0,10000000.0,68000.0
205966,A. Younes,Amin Younes,Germany,Holland Eredivisie,Ajax,23,1993-08-06,168.0,70.0,11500000.0,15000.0
220814,L. Hernández,Lucas Hernández,France,Spanish Primera División,Atlético Madrid,21,1996-02-14,183.0,76.0,13500000.0,36000.0
194958,A. Mooy,Aaron Mooy,Australia,English Premier League,Huddersfield Town,26,1990-09-15,174.0,78.0,10500000.0,52000.0
199823,Campaña,José Gómez Campaña,Spain,Spanish Primera División,Levante UD,24,1993-05-31,179.0,72.0,10000000.0,21000.0
177553,Vieirinha,Adelino André Vieira de Freitas,Portugal,Greek Super League,PAOK Thessaloniki,31,1986-01-24,172.0,73.0,8000000.0,1000.0
7826,R. van Persie,Robin van Persie,Netherlands,Turkish Süper Lig,Fenerbahçe SK,33,1983-08-06,187.0,71.0,5500000.0,72000.0
216466,Wendell,Wendell Nascimento Borges,Brazil,German Bundesliga,Bayer 04 Leverkusen,23,1993-07-20,176.0,71.0,9500000.0,41000.0
161938,M. Boselli,Mauro Boselli,Argentina,Mexican Liga MX,Club León,32,1985-05-22,185.0,75.0,7000000.0,38000.0
215699,Y. Sabaly,Youssouf Sabaly,France,French Ligue 1,Girondins de Bordeaux,24,1993-03-05,173.0,67.0,9500000.0,35000.0
2196,R. Weidenfeller,Roman Weidenfeller,Germany,German Bundesliga,Borussia Dortmund,36,1980-08-06,190.0,90.0,1200000.0,26000.0
210324,J. Hofmann,Jonas Hofmann,Germany,German Bundesliga,Borussia Mönchengladbach,24,1992-07-14,176.0,70.0,11500000.0,33000.0
184469,H. Arter,Harry Arter,Republic of Ireland,English Premier League,Bournemouth,27,1989-12-28,176.0,70.0,10000000.0,66000.0
229270,M. Lemos,Mauricio Lemos,Uruguay,Spanish Primera División,UD Las Palmas,21,1995-12-28,187.0,80.0,10500000.0,17000.0
230294,Louri Beretta,Lourival Adnan Beretta Barbosa,Brazil,Campeonato Brasileiro Série A,Fluminense Football Club,25,1992-02-29,188.0,83.0,10000000.0,43000.0
175254,F. Caicedo,Felipe Caicedo,Ecuador,Italian Serie A,Lazio,28,1988-09-05,183.0,82.0,9000000.0,56000.0
202135,S. Sturaro,Stefano Sturaro,Italy,Italian Serie A,Juventus,24,1993-03-09,181.0,82.0,11500000.0,81000.0
226456,Pablo Fornals,Pablo Fornals Malla,Spain,Spanish Primera División,Villarreal CF,21,1996-02-22,178.0,67.0,14000000.0,27000.0
199577,Sergi Gómez,Sergi Gómez Solà,Spain,Spanish Primera División,RC Celta de Vigo,25,1992-03-28,185.0,77.0,10500000.0,23000.0
194201,P. Jansson,Pontus Jansson,Sweden,English Championship,Leeds United,26,1991-02-13,196.0,89.0,9000000.0,37000.0
148123,A. Berezutskiy,Alexey Berezutskiy,Russia,Russian Premier League,CSKA Moscow,35,1982-06-20,190.0,87.0,2100000.0,31000.0
228251,L. Pellegrini,Lorenzo Pellegrini,Italy,Italian Serie A,Roma,21,1996-06-19,186.0,77.0,13000000.0,48000.0
169115,A. Masiello,Andrea Masiello,Italy,Italian Serie A,Atalanta,31,1986-02-05,184.0,82.0,6000000.0,28000.0
